what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362739661902
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362739662933
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362739663205
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362739663453
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362739664485
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362739664820
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362739666931
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362739668040
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362739669136
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362739670011
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362739671019
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362739678763
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362739679643
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362739685539
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362739686443
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362739688291
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1362739689316
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739690517
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739691320
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739691354
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362739691354
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739692012
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362739692013
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739692513
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362739692513
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739697383
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1362739707447
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739718418
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739724158
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739724158
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1362739726272
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739740215
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739745321
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739768743
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362739768744
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739770077
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362739770077
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739772681
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739773836
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739776192
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739781878
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739785436
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739911548
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739959676
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739962667
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362739962667
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739968529
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739968529
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739971050
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739971050
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1362739973560
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739973793
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739973830
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739974476
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739974510
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362739974510
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739976561
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362739978961
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362739978962
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740089394
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740089626
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740096330
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.rename.element",1362740096381
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1362740108514
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740112438
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740114440
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740115254
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740598232
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1362740607315
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1362740931602
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740935308
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740935378
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740935609
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740952180
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Commit",1362740952548
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740952845
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740952896
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Pull",1362740957556
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740957835
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740962980
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740969324
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740969400
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740969684
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740971488
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Commit",1362740971516
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740984924
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740986177
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740986581
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740989423
activated,perspective,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui.TeamSynchronizingPerspective",1362740989497
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362740989513
activated,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1362740989553
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740994150
opened,editor,org.eclipse.compare,,"org.eclipse.compare.CompareEditor",1362740994181
activated,editor,org.eclipse.compare,,"org.eclipse.compare.CompareEditor",1362740994202
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740994544
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362740994809
activated,perspective,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.CPerspective",1362741018365
activated,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesView",1362741043793
activated,editor,org.eclipse.compare,,"org.eclipse.compare.CompareEditor",1362741065425
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362741065531
closed,editor,org.eclipse.compare,,"org.eclipse.compare.CompareEditor",1362741065531
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1362741076436
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362741077191
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362741090250
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362741090250
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362741190106
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362741223395
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1362741237364
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1362741249781
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362741253451
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362741295405
activated,perspective,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.CPerspective",1362741309658
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362741319842
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362741436816
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362741444423
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362741448016
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362741459199
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362741464475
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362741465982
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362741474573
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362741475699
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362741486299
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362741487871
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362741488078
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.window.customizePerspective",1362741488182
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1362741496795
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362741512879
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362741830694
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362742047721
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362742052740
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362742060686
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362742060686
